,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
7141.42740.6674,3,1,2,85,42,13,54,14,138,346, $1.73 , $0.10 , $0.31 , $0.65 , $0.07 , $0.05 , $2.91 , $4.25 ,7,-2,20,33,58,,,,,,,,,,,
7141.42740.6840,6,1,1,76,28,12,40,20,180,356, $0.89 , $0.10 , $0.33 , $1.26 , $0.07 , $0.05 , $2.70 , $4.75 ,8,-5,34,32,69,,,,,,,,,,,
7141.42740.6944,6,2,1,98,33,23,45,21,181,401, $1.00 , $0.15 , $0.84 , $2.54 , $0.24 , $0.16 , $4.93 , $5.00 ,5,-5,21,30,51,,,,,,,,,,,
7141.42740.6993,5,2,2,99,33,12,58,11,93,306, $1.53 , $0.15 , $0.55 , $2.16 , $0.20 , $0.08 , $4.67 , $5.00 ,4,-11,46,19,58,,,,,,,,,,,
7141.42740.7069,7,1,2,71,23,15,52,13,137,311, $1.56 , $0.10 , $0.18 , $0.84 , $0.06 , $0.05 , $2.79 , $4.75 ,8,-23,31,37,53,,,,,,,,,,,
7141.42740.7153,6,2,3,57,21,23,46,11,141,299, $2.24 , $0.15 , $0.71 , $2.54 , $0.23 , $0.08 , $5.95 , $5.00 ,8,-15,36,24,53,,,,,,,,,,,
7141.42740.7194,1,2,2,92,40,16,53,13,113,327, $1.64 , $0.15 , $0.55 , $1.07 , $0.28 , $0.08 , $3.77 , $5.00 ,9,-23,32,18,36,,,,,,,,,,,
7141.42740.7215,1,1,2,92,30,12,41,12,120,307, $1.54 , $0.10 , $0.32 , $0.66 , $0.02 , $0.05 , $2.69 , $3.75 ,4,-21,27,5,15,,,,,,,,,,,
7141.42740.7243,3,2,1,99,42,13,30,22,189,395, $0.99 , $0.15 , $0.76 , $1.50 , $0.15 , $0.08 , $3.63 , $5.00 ,8,-7,35,34,70,,,,,,,,,,,
7141.42740.7340,6,2,2,88,35,20,37,15,121,316, $1.58 , $0.15 , $0.78 , $2.41 , $0.10 , $0.08 , $5.10 , $5.00 ,8,-18,34,35,59,,,,,,,,,,,
7141.42740.7472,3,2,2,92,63,14,51,10,124,354, $1.77 , $0.15 , $0.79 , $1.46 , $0.17 , $0.08 , $4.42 , $5.00 ,6,10,37,35,88,,,,,,,,,,,
7141.42740.7493,6,2,3,65,18,26,58,16,112,295, $2.21 , $0.15 , $0.80 , $2.35 , $0.15 , $0.08 , $5.74 , $5.00 ,7,-20,49,17,53,,,,,,,,,,,
7141.42740.7549,1,1,1,72,32,11,28,20,171,334, $0.84 , $0.10 , $0.29 , $0.57 , $0.14 , $0.05 , $1.99 , $3.75 ,7,-13,21,22,37,,,,,,,,,,,
7141.42740.7549,4,2,2,186,50,33,79,15,121,484, $2.42 , $0.15 , $0.53 , $1.21 , $0.16 , $0.08 , $4.55 , $5.00 ,8,-7,38,42,81,,,,,,,,,,,
7141.42740.7563,6,2,2,97,41,25,43,14,131,351, $1.76 , $0.15 , $0.78 , $2.41 , $0.21 , $0.08 , $5.39 , $5.00 ,7,-20,50,39,76,,,,,,,,,,,
7141.42740.7590,7,1,2,87,18,12,81,16,137,351, $1.76 , $0.10 , $0.29 , $0.76 , $(0.01), $0.05 , $2.95 , $4.75 ,4,-10,30,42,66,,,,,,,,,,,
7141.42740.7611,6,1,1,85,47,15,39,19,170,375, $0.94 , $0.10 , $0.37 , $1.01 , $0.08 , $0.05 , $2.55 , $4.75 ,8,-15,30,28,51,,,,,,,,,,,
7141.42740.7618,4,2,3,120,31,27,55,15,119,367, $2.75 , $0.15 , $0.49 , $1.20 , $0.14 , $0.08 , $4.81 , $5.00 ,3,-20,6,16,5,,,,,,,,,,,
7141.42740.7639,4,2,3,131,22,32,39,13,111,348, $2.61 , $0.15 , $0.49 , $1.21 , $0.15 , $0.08 , $4.69 , $5.00 ,6,-9,32,40,69,,,,,,,,,,,
7141.42740.7646,5,2,1,72,24,11,49,25,204,385, $0.96 , $0.15 , $0.62 , $2.11 , $0.21 , $0.08 , $4.13 , $5.00 ,8,-26,47,24,53,,,,,,,,,,,
7141.42740.7660,1,2,1,91,36,12,62,17,178,396, $0.99 , $0.15 , $0.66 , $1.22 , $0.16 , $0.08 , $3.26 , $5.00 ,3,-13,18,28,36,,,,,,,,,,,
7141.42740.7701,6,2,1,98,35,22,30,18,178,381, $0.95 , $0.15 , $0.77 , $2.14 , $0.14 , $0.08 , $4.23 , $5.00 ,3,-37,44,19,29,,,,,,,,,,,
7141.42740.7715,2,2,2,89,34,18,65,13,132,351, $1.76 , $0.15 , $0.70 , $1.23 , $0.30 , $0.08 , $4.22 , $5.00 ,6,-7,34,37,70,,,,,,,,,,,
7141.42740.7771,5,1,2,59,21,7,47,11,120,265, $1.33 , $0.10 , $0.37 , $1.07 , $0.14 , $0.05 , $3.06 , $4.75 ,6,-8,34,41,73,,,,,,,,,,,
7141.42740.7771,1,2,3,55,30,18,50,16,119,288, $2.16 , $0.15 , $0.50 , $1.21 , $0.24 , $0.08 , $4.34 , $5.00 ,6,-10,11,37,44,,,,,,,,,,,
7141.42740.7792,1,1,2,83,30,11,64,11,100,299, $1.50 , $0.10 , $0.28 , $0.61 , $0.13 , $0.05 , $2.67 , $3.75 ,9,-10,12,10,21,,,,,,,,,,,
7141.42740.7799,3,1,2,93,35,11,52,9,110,310, $1.55 , $0.10 , $0.30 , $0.66 , $0.08 , $0.05 , $2.74 , $4.25 ,6,-7,19,24,42,,,,,,,,,,,
7141.42740.7799,5,1,2,76,36,6,72,12,127,329, $1.65 , $0.10 , $0.22 , $1.06 , $0.14 , $0.05 , $3.22 , $4.75 ,6,-23,26,26,35,,,,,,,,,,,
7141.42740.7861,1,1,3,51,19,8,69,14,130,291, $2.18 , $0.10 , $0.34 , $0.59 , $0.11 , $0.05 , $3.37 , $3.75 ,8,-5,18,33,54,,,,,,,,,,,
7141.42740.7896,1,2,1,85,46,14,66,21,204,436, $1.09 , $0.15 , $0.45 , $1.19 , $0.19 , $0.08 , $3.15 , $5.00 ,8,-44,18,37,19,,,,,,,,,,,
7141.42740.7896,6,1,3,44,23,12,23,14,123,239, $1.79 , $0.10 , $0.34 , $1.17 , $0.08 , $0.05 , $3.53 , $4.75 ,6,-12,18,33,45,,,,,,,,,,,
7141.42740.7903,3,2,1,108,65,16,95,21,187,492, $1.23 , $0.15 , $0.72 , $1.44 , $0.18 , $0.08 , $3.80 , $5.00 ,4,-11,43,42,78,,,,,,,,,,,
7141.42740.7917,2,2,3,49,38,17,57,14,116,291, $2.18 , $0.15 , $0.54 , $1.26 , $0.25 , $0.08 , $4.46 , $5.00 ,3,11,14,36,64,,,,,,,,,,,
7141.42740.7931,5,2,1,87,32,9,55,19,170,372, $0.93 , $0.15 , $0.66 , $2.16 , $0.24 , $0.08 , $4.22 , $5.00 ,7,2,38,11,58,,,,,,,,,,,
7141.42740.7938,4,1,2,162,29,17,39,14,119,380, $1.90 , $0.10 , $0.22 , $0.59 , $0.10 , $0.05 , $2.96 , $3.75 ,6,-4,24,33,59,,,,,,,,,,,
7141.42740.7944,7,2,3,62,21,27,75,17,113,315, $2.36 , $0.15 , $0.39 , $1.74 , $0.25 , $0.08 , $4.97 , $5.00 ,7,-3,32,40,76,,,,,,,,,,,
7141.42740.7951,2,2,3,69,31,15,58,12,123,308, $2.31 , $0.15 , $0.54 , $1.31 , $0.34 , $0.08 , $4.73 , $5.00 ,8,-26,19,30,31,,,,,,,,,,,
7141.42740.7972,5,1,2,72,21,8,53,15,126,295, $1.48 , $0.10 , $0.24 , $1.08 , $0.16 , $0.05 , $3.11 , $4.75 ,9,-8,16,37,54,,,,,,,,,,,
7141.42740.7979,6,2,2,80,39,23,43,13,105,303, $1.52 , $0.15 , $0.95 , $2.55 , $0.27 , $0.08 , $5.52 , $5.00 ,9,0,51,24,84,,,,,,,,,,,
7141.42740.8000,6,1,3,60,21,12,27,16,120,256, $1.92 , $0.10 , $0.46 , $1.19 , $0.03 , $0.05 , $3.75 , $4.75 ,3,-5,11,32,41,,,,,,,,,,,
7141.42740.8028,3,2,2,89,39,16,55,13,129,341, $1.71 , $0.15 , $0.70 , $1.46 , $0.21 , $0.08 , $4.31 , $5.00 ,9,-25,10,12,6,,,,,,,,,,,
7141.42740.8035,1,1,2,92,31,12,55,13,129,332, $1.66 , $0.10 , $0.22 , $0.66 , $0.06 , $0.05 , $2.75 , $3.75 ,4,-2,30,33,65,,,,,,,,,,,
7141.42740.8042,2,1,3,63,18,16,49,13,129,288, $2.16 , $0.10 , $0.35 , $0.53 , $0.11 , $0.05 , $3.30 , $3.75 ,5,-11,11,31,36,,,,,,,,,,,
7141.42740.8049,3,2,3,62,23,19,70,16,134,324, $2.43 , $0.15 , $0.71 , $1.56 , $0.14 , $0.08 , $5.07 , $5.00 ,8,-1,44,25,76,,,,,,,,,,,
7141.42740.8049,2,2,2,93,48,19,100,15,124,399, $2.00 , $0.15 , $0.67 , $1.23 , $0.24 , $0.08 , $4.37 , $5.00 ,9,-6,33,41,77,,,,,,,,,,,
7141.42740.8049,5,1,2,72,21,9,66,15,125,308, $1.54 , $0.10 , $0.32 , $0.98 , $0.14 , $0.05 , $3.13 , $4.75 ,7,-10,20,32,49,,,,,,,,,,,
7141.42740.8063,7,1,2,79,23,18,55,13,111,299, $1.50 , $0.10 , $0.21 , $0.88 , $0.07 , $0.05 , $2.81 , $4.75 ,9,-22,21,34,42,,,,,,,,,,,
7141.42740.8097,1,2,3,62,33,14,58,12,135,314, $2.36 , $0.15 , $0.71 , $1.22 , $0.08 , $0.08 , $4.60 , $5.00 ,7,-15,26,36,54,,,,,,,,,,,
7141.42740.8153,5,2,3,54,20,9,55,15,137,290, $2.18 , $0.15 , $0.60 , $2.23 , $0.13 , $0.08 , $5.37 , $5.00 ,2,-9,17,28,38,,,,,,,,,,,
7141.42740.8153,6,1,1,76,28,18,43,17,173,355, $0.89 , $0.10 , $0.34 , $1.18 , $0.06 , $0.05 , $2.62 , $4.75 ,9,11,25,14,59,,,,,,,,,,,
7141.42740.8153,7,1,1,60,29,19,66,22,204,400, $1.00 , $0.10 , $0.20 , $0.85 , $0.11 , $0.05 , $2.31 , $4.75 ,9,-14,10,23,28,,,,,,,,,,,
7141.42740.8167,1,1,3,57,25,8,29,13,132,264, $1.98 , $0.10 , $0.31 , $0.64 , $0.08 , $0.05 , $3.16 , $3.75 ,4,-10,26,33,53,,,,,,,,,,,
7141.42740.8174,6,1,2,82,37,15,26,12,128,300, $1.50 , $0.10 , $0.33 , $1.09 , $0.17 , $0.05 , $3.24 , $4.75 ,7,17,33,24,81,,,,,,,,,,,
7141.42740.8236,6,2,1,80,37,18,41,18,179,373, $0.93 , $0.15 , $0.88 , $2.49 , $0.13 , $0.08 , $4.66 , $5.00 ,8,-33,30,37,42,,,,,,,,,,,
7141.42740.8236,5,1,3,61,21,4,47,10,136,279, $2.09 , $0.10 , $0.34 , $0.91 , $0.10 , $0.05 , $3.59 , $4.75 ,9,-18,29,31,51,,,,,,,,,,,
7141.42740.8250,1,1,2,71,27,10,59,14,144,325, $1.63 , $0.10 , $0.29 , $0.58 , $0.16 , $0.05 , $2.81 , $3.75 ,5,-12,26,35,54,,,,,,,,,,,
7141.42740.8264,5,1,2,73,29,7,64,12,145,330, $1.65 , $0.10 , $0.31 , $1.05 , $0.09 , $0.05 , $3.25 , $4.75 ,7,-26,33,15,29,,,,,,,,,,,
7141.42740.8313,4,2,2,195,40,29,51,16,111,442, $2.21 , $0.15 , $0.54 , $1.24 , $0.13 , $0.08 , $4.35 , $5.00 ,6,-23,35,26,44,,,,,,,,,,,
7141.42740.8354,1,2,2,90,40,13,60,16,144,363, $1.82 , $0.15 , $0.61 , $1.14 , $0.24 , $0.08 , $4.04 , $5.00 ,4,-14,35,27,52,,,,,,,,,,,
7141.42740.8354,2,2,3,51,19,19,33,14,107,243, $1.82 , $0.15 , $0.67 , $1.21 , $0.16 , $0.08 , $4.09 , $5.00 ,7,-17,24,35,49,,,,,,,,,,,
7141.42740.8368,1,2,3,58,13,15,79,15,113,293, $2.20 , $0.15 , $0.63 , $1.23 , $0.20 , $0.08 , $4.49 , $5.00 ,6,-20,22,34,42,,,,,,,,,,,
7141.42740.8389,3,2,1,81,54,18,42,16,184,395, $0.99 , $0.15 , $0.65 , $1.46 , $0.22 , $0.08 , $3.55 , $5.00 ,8,-24,20,36,40,,,,,,,,,,,
7141.42740.8396,1,1,1,68,45,10,48,18,184,373, $0.93 , $0.10 , $0.37 , $0.56 , $0.14 , $0.05 , $2.15 , $3.75 ,6,-19,16,18,21,,,,,,,,,,,
7141.42740.8396,4,1,3,70,19,26,34,15,128,292, $2.19 , $0.10 , $0.23 , $0.64 , $0.06 , $0.05 , $3.27 , $3.75 ,6,-9,26,26,49,,,,,,,,,,,
7141.42740.8410,1,2,1,93,35,12,34,15,168,357, $0.89 , $0.15 , $0.70 , $1.23 , $0.26 , $0.08 , $3.31 , $5.00 ,10,14,19,28,71,,,,,,,,,,,
7141.42740.8444,7,2,2,109,16,29,43,15,120,332, $1.66 , $0.15 , $0.43 , $1.77 , $0.14 , $0.08 , $4.23 , $5.00 ,6,-4,17,15,34,,,,,,,,,,,
7141.42740.8458,3,1,1,76,41,10,47,24,205,403, $1.01 , $0.10 , $0.30 , $0.76 , $0.11 , $0.05 , $2.33 , $4.25 ,3,-36,13,32,12,,,,,,,,,,,
7141.42740.8500,6,2,2,98,35,22,54,16,132,357, $1.79 , $0.15 , $0.80 , $2.54 , $0.17 , $0.08 , $5.53 , $5.00 ,3,-29,26,37,37,,,,,,,,,,,
7141.42740.8507,1,2,2,91,41,17,88,14,107,358, $1.79 , $0.15 , $0.55 , $1.28 , $0.15 , $0.08 , $4.00 , $5.00 ,7,10,37,14,68,,,,,,,,,,,
7141.42740.8563,7,1,2,77,28,21,34,13,112,285, $1.43 , $0.10 , $0.27 , $0.91 , $0.05 , $0.05 , $2.81 , $4.75 ,7,-18,11,15,15,,,,,,,,,,,
7141.42740.8569,6,1,3,49,22,18,38,10,111,248, $1.86 , $0.10 , $0.29 , $1.29 , $0.13 , $0.05 , $3.72 , $4.75 ,8,-9,35,26,60,,,,,,,,,,,
7141.42740.8576,1,2,1,77,42,13,28,25,168,353, $0.88 , $0.15 , $0.59 , $1.20 , $0.14 , $0.08 , $3.04 , $5.00 ,5,4,32,39,80,,,,,,,,,,,
7141.42740.8576,2,2,2,75,42,18,73,16,136,360, $1.80 , $0.15 , $0.59 , $1.27 , $0.16 , $0.08 , $4.05 , $5.00 ,8,1,40,21,70,,,,,,,,,,,
7141.42740.8583,5,2,2,87,43,9,30,16,115,300, $1.50 , $0.15 , $0.61 , $2.02 , $0.19 , $0.08 , $4.55 , $5.00 ,8,-26,25,28,35,,,,,,,,,,,
7141.42740.8604,7,2,2,96,27,26,64,15,121,349, $1.75 , $0.15 , $0.38 , $1.71 , $0.16 , $0.08 , $4.23 , $5.00 ,8,-18,8,24,22,,,,,,,,,,,
7141.42740.8618,5,2,3,60,22,10,29,10,127,258, $1.94 , $0.15 , $0.66 , $2.11 , $0.24 , $0.16 , $5.26 , $5.00 ,7,-3,39,7,50,,,,,,,,,,,
7141.42740.8618,3,2,2,79,26,13,73,14,137,342, $1.71 , $0.15 , $0.80 , $1.50 , $0.28 , $0.08 , $4.52 , $5.00 ,8,2,36,18,64,,,,,,,,,,,
7141.42740.8625,1,1,3,54,31,13,47,15,125,285, $2.14 , $0.10 , $0.26 , $0.57 , $0.08 , $0.05 , $3.20 , $3.75 ,7,3,28,41,79,,,,,,,,,,,
7141.42740.8625,7,1,2,81,28,13,78,18,117,335, $1.68 , $0.10 , $0.25 , $0.92 , $0.01 , $0.05 , $3.01 , $4.75 ,9,-18,30,34,55,,,,,,,,,,,
7141.42740.8639,5,2,3,54,13,9,28,15,113,232, $1.74 , $0.15 , $0.59 , $2.18 , $0.24 , $0.08 , $4.98 , $5.00 ,8,0,43,29,80,,,,,,,,,,,
7141.42740.8667,1,2,2,102,48,15,55,12,127,359, $1.80 , $0.15 , $0.64 , $1.08 , $0.20 , $0.08 , $3.95 , $5.00 ,7,-21,24,8,18,,,,,,,,,,,
7141.42740.8701,5,1,1,77,20,7,54,20,184,362, $0.91 , $0.10 , $0.31 , $1.00 , $0.07 , $0.05 , $2.44 , $4.75 ,8,-35,29,33,35,,,,,,,,,,,
7141.42740.8708,3,2,2,93,53,15,52,15,100,328, $1.64 , $0.15 , $0.67 , $1.50 , $0.21 , $0.08 , $4.25 , $5.00 ,5,2,3,29,39,,,,,,,,,,,
7141.42740.8708,4,1,2,139,43,19,15,12,134,362, $1.81 , $0.10 , $0.27 , $0.60 , $0.10 , $0.05 , $2.93 , $3.75 ,5,-21,31,41,56,,,,,,,,,,,
7141.42740.8708,7,2,2,94,19,22,43,13,109,300, $1.50 , $0.15 , $0.35 , $1.88 , $0.19 , $0.08 , $4.15 , $5.00 ,4,-15,34,26,49,,,,,,,,,,,
7141.42740.8722,5,2,2,75,32,13,64,14,124,322, $1.61 , $0.15 , $0.60 , $2.13 , $0.31 , $0.08 , $4.88 , $5.00 ,5,-7,14,41,53,,,,,,,,,,,
7141.42740.8722,5,2,2,94,33,9,14,15,123,288, $1.44 , $0.15 , $0.58 , $1.97 , $0.19 , $0.16 , $4.49 , $5.00 ,9,-13,16,32,44,,,,,,,,,,,
7141.42740.8722,4,1,2,156,30,20,16,14,123,359, $1.80 , $0.10 , $0.26 , $0.58 , $0.12 , $0.05 , $2.91 , $3.75 ,9,-15,21,19,34,,,,,,,,,,,
7141.42740.8736,3,2,3,60,35,15,48,14,116,288, $2.16 , $0.15 , $0.70 , $1.47 , $0.22 , $0.08 , $4.78 , $5.00 ,8,-19,37,27,53,,,,,,,,,,,
7141.42740.8757,5,2,1,45,24,12,68,21,45,215, $0.54 , $0.15 , $0.35 , $1.00 , $0.26 , $0.08 , $2.38 , $5.00 ,8,16,36,26,86,,,,,,,,,,,
7141.42740.8764,2,2,1,47,42,20,47,17,53,226, $0.57 , $0.15 , $0.32 , $0.69 , $0.21 , $0.08 , $2.02 , $5.00 ,7,4,18,28,57,,,,,,,,,,,
7141.42740.8806,5,1,1,33,22,6,63,17,46,187, $0.47 , $0.10 , $0.22 , $0.64 , $0.13 , $0.05 , $1.61 , $4.75 ,7,6,23,32,68,,,,,,,,,,,
7141.42740.8819,1,1,1,38,38,11,54,26,57,224, $0.56 , $0.10 , $0.16 , $0.35 , $0.03 , $0.05 , $1.25 , $3.75 ,6,20,14,26,66,,,,,,,,,,,
7141.42740.8840,4,2,1,77,44,37,37,18,41,254, $0.64 , $0.15 , $0.20 , $0.47 , $0.13 , $0.08 , $1.67 , $5.00 ,2,19,23,17,61,,,,,,,,,,,
7141.42740.8910,5,1,2,47,33,7,41,14,31,173, $0.87 , $0.10 , $0.19 , $0.47 , $0.17 , $0.05 , $1.85 , $4.75 ,6,23,24,38,91,,,,,,,,,,,
7141.42741.4438,2,2,1,56,42,15,56,23,52,244, $0.61 , $0.15 , $0.27 , $0.66 , $0.19 , $0.08 , $1.96 , $5.00 ,8,8,28,32,76,,,,,,,,,,,
7141.42741.4535,3,1,1,36,37,10,50,16,42,191, $0.48 , $0.10 , $0.14 , $0.41 , $0.09 , $0.05 , $1.27 , $4.25 ,4,13,9,37,63,,,,,,,,,,,
7141.42741.4563,1,1,2,45,28,8,72,17,24,194, $0.97 , $0.10 , $0.07 , $0.28 , $0.06 , $0.05 , $1.53 , $3.75 ,7,22,14,11,54,,,,,,,,,,,
7141.42741.4576,6,1,1,41,36,13,37,19,58,204, $0.51 , $0.10 , $0.22 , $0.48 , $0.08 , $0.05 , $1.44 , $4.75 ,5,16,25,30,76,,,,,,,,,,,
7141.42741.4583,1,1,2,57,39,6,60,14,37,213, $1.07 , $0.10 , $0.21 , $0.39 , $0.08 , $0.05 , $1.90 , $3.75 ,8,10,21,19,58,,,,,,,,,,,
7141.42741.4618,5,1,1,34,30,7,40,24,52,187, $0.47 , $0.10 , $0.25 , $0.63 , $0.12 , $0.05 , $1.62 , $4.75 ,9,14,15,17,55,,,,,,,,,,,
7141.42741.4646,6,2,2,65,38,24,46,16,15,204, $1.02 , $0.30 , $0.47 , $1.21 , $0.24 , $0.08 , $3.32 , $5.00 ,8,8,33,8,57,,,,,,,,,,,
7141.42741.4660,4,2,3,70,34,31,44,15,37,231, $1.73 , $0.15 , $0.41 , $0.77 , $0.15 , $0.16 , $3.37 , $5.00 ,3,-3,13,10,23,,,,,,,,,,,
7141.42741.4729,1,2,1,51,35,17,60,25,67,255, $0.64 , $0.15 , $0.41 , $0.82 , $0.19 , $0.08 , $2.29 , $5.00 ,8,-12,10,14,20,,,,,,,,,,,
7141.42741.4736,2,1,1,44,28,12,46,25,33,188, $0.47 , $0.10 , $0.13 , $0.49 , $0.12 , $0.05 , $1.36 , $3.75 ,6,14,19,28,67,,,,,,,,,,,
7141.42741.4764,5,2,2,35,32,10,58,14,8,157, $0.79 , $0.15 , $0.24 , $1.28 , $0.30 , $0.08 , $2.84 , $5.00 ,9,22,34,29,94,,,,,,,,,,,
7141.42741.4771,2,2,1,43,28,18,77,23,3,192, $0.48 , $0.15 , $0.38 , $0.76 , $0.23 , $0.08 , $2.08 , $5.00 ,7,21,5,17,50,,,,,,,,,,,
7141.42741.4979,2,2,2,71,58,15,80,17,50,291, $1.46 , $0.15 , $0.25 , $0.78 , $0.24 , $0.08 , $2.96 , $5.00 ,7,-8,24,28,51,,,,,,,,,,,
7141.42741.5049,1,1,2,46,37,12,51,12,40,198, $0.99 , $0.10 , $0.10 , $0.33 , $0.07 , $0.05 , $1.64 , $3.75 ,7,3,18,19,47,,,,,,,,,,,
7141.42741.5299,1,2,2,41,46,15,8,15,13,138, $0.69 , $0.15 , $0.41 , $0.65 , $0.18 , $0.08 , $2.16 , $5.00 ,4,16,17,7,44,,,,,,,,,,,
7141.42741.5313,5,2,2,58,35,8,48,13,37,199, $1.00 , $0.15 , $0.30 , $1.50 , $0.20 , $0.08 , $3.23 , $5.00 ,8,5,33,7,53,,,,,,,,,,,
7141.42741.5313,1,2,2,39,49,17,60,13,42,220, $1.10 , $0.15 , $0.39 , $0.86 , $0.26 , $0.08 , $2.84 , $5.00 ,6,7,24,22,59,,,,,,,,,,,
7141.42741.5403,1,2,2,48,32,14,45,17,48,204, $1.02 , $0.15 , $0.37 , $0.76 , $0.14 , $0.08 , $2.52 , $5.00 ,7,0,28,38,73,,,,,,,,,,,
7141.42741.5438,6,1,1,47,25,10,49,18,43,192, $0.48 , $0.10 , $0.31 , $0.68 , $0.05 , $0.05 , $1.67 , $4.75 ,6,0,12,38,56,,,,,,,,,,,
7141.42741.5528,2,2,1,47,35,13,56,26,74,251, $0.63 , $0.30 , $0.53 , $0.72 , $0.22 , $0.08 , $2.48 , $5.00 ,7,-7,29,13,42,,,,,,,,,,,
7141.42741.5563,3,1,3,28,38,11,52,12,50,191, $1.43 , $0.10 , $0.14 , $0.59 , $0.05 , $0.05 , $2.36 , $4.25 ,7,5,26,16,54,,,,,,,,,,,
7141.42741.5563,7,1,1,30,20,18,54,19,69,210, $0.53 , $0.10 , $0.10 , $0.61 , $0.07 , $0.05 , $1.46 , $4.75 ,8,15,26,24,73,,,,,,,,,,,
7141.42741.5576,3,2,3,31,37,17,65,11,26,187, $1.40 , $0.15 , $0.42 , $0.93 , $0.15 , $0.08 , $3.13 , $5.00 ,4,7,34,20,65,,,,,,,,,,,
7141.42741.5583,1,1,3,27,27,11,46,12,63,186, $1.40 , $0.10 , $0.34 , $0.32 , $0.13 , $0.05 , $2.34 , $3.75 ,6,0,25,28,59,,,,,,,,,,,
7141.42741.6069,3,1,2,38,73,11,60,14,26,222, $1.11 , $0.10 , $0.09 , $0.38 , $0.11 , $0.05 , $1.84 , $4.25 ,7,20,15,26,68,,,,,,,,,,,
7141.42741.6111,6,2,1,45,36,22,24,26,71,224, $0.56 , $0.15 , $0.32 , $1.12 , $0.16 , $0.08 , $2.39 , $5.00 ,4,17,22,36,79,,,,,,,,,,,
7141.42741.6201,7,1,2,37,28,18,68,11,30,192, $0.96 , $0.10 , $0.08 , $0.50 , $0.09 , $0.05 , $1.78 , $4.75 ,9,7,18,19,53,,,,,,,,,,,
7141.42741.6472,7,1,2,37,32,10,40,13,35,167, $0.84 , $0.10 , $0.10 , $0.51 , $0.15 , $0.05 , $1.75 , $4.75 ,4,24,23,15,66,,,,,,,,,,,
7141.42741.6507,3,1,1,41,38,10,25,24,43,181, $0.45 , $0.10 , $0.06 , $0.24 , $0.13 , $0.05 , $1.03 , $4.25 ,9,17,10,8,44,,,,,,,,,,,
7141.42741.6604,7,1,1,44,33,18,28,17,54,194, $0.49 , $0.10 , $0.11 , $0.26 , $0.13 , $0.05 , $1.14 , $4.75 ,4,18,16,19,57,,,,,,,,,,,
7141.42741.6625,6,1,1,50,41,14,34,21,49,209, $0.52 , $0.10 , $0.17 , $0.76 , $0.16 , $0.05 , $1.76 , $4.75 ,3,12,23,16,54,,,,,,,,,,,
7141.42741.6688,5,2,2,95,14,10,38,15,118,290, $1.45 , $0.15 , $0.62 , $2.05 , $0.18 , $0.08 , $4.53 , $5.00 ,8,-17,37,27,55,,,,,,,,,,,
7141.42741.6813,5,2,2,83,27,12,93,16,120,351, $1.76 , $0.15 , $0.59 , $2.08 , $0.19 , $0.08 , $4.85 , $5.00 ,5,-15,38,27,55,,,,,,,,,,,
7141.42741.6847,7,1,3,60,20,14,36,14,105,249, $1.87 , $0.10 , $0.16 , $0.84 , $0.15 , $0.10 , $3.22 , $4.75 ,3,-7,32,36,64,,,,,,,,,,,
7141.42741.6917,5,1,2,85,26,9,62,11,122,315, $1.58 , $0.10 , $0.32 , $1.18 , $0.11 , $0.05 , $3.34 , $4.75 ,7,-21,25,42,53,,,,,,,,,,,
7141.42741.6938,3,1,3,57,30,8,75,10,118,298, $2.24 , $0.10 , $0.28 , $0.71 , $0.11 , $0.05 , $3.49 , $4.25 ,4,-23,12,31,24,,,,,,,,,,,
7141.42741.7146,3,2,1,72,40,16,52,23,200,403, $1.01 , $0.15 , $0.76 , $1.49 , $0.26 , $0.08 , $3.75 , $5.00 ,3,0,24,25,52,,,,,,,,,,,
7141.42741.7194,6,1,2,98,38,7,52,13,121,329, $1.65 , $0.20 , $0.40 , $1.15 , $0.11 , $0.05 , $3.56 , $4.75 ,6,-23,17,41,41,,,,,,,,,,,
7141.42741.7243,6,2,1,96,61,24,25,19,160,385, $0.96 , $0.15 , $0.83 , $2.49 , $0.13 , $0.08 , $4.64 , $5.00 ,7,-23,48,28,60,,,,,,,,,,,
7141.42741.7271,5,1,2,79,28,7,65,14,131,324, $1.62 , $0.10 , $0.30 , $1.14 , $0.06 , $0.05 , $3.27 , $4.75 ,9,17,30,37,93,,,,,,,,,,,
7141.42741.7389,3,1,2,91,31,8,30,13,108,281, $1.41 , $0.10 , $0.42 , $0.78 , $0.11 , $0.05 , $2.87 , $4.25 ,8,-18,31,28,49,,,,,,,,,,,
7141.42741.7410,5,1,2,75,20,6,79,13,126,319, $1.60 , $0.10 , $0.27 , $1.15 , $0.09 , $0.05 , $3.26 , $4.75 ,3,15,15,40,73,,,,,,,,,,,
7141.42741.7472,4,2,2,187,40,25,56,10,117,435, $2.18 , $0.15 , $0.48 , $1.17 , $0.15 , $0.08 , $4.21 , $5.00 ,6,-17,28,33,50,,,,,,,,,,,
7141.42741.7542,6,2,2,94,26,25,46,12,112,315, $1.58 , $0.15 , $0.89 , $2.39 , $0.20 , $0.08 , $5.29 , $5.00 ,10,-12,32,31,61,,,,,,,,,,,
7141.42741.7563,3,1,1,86,53,9,63,18,185,414, $1.04 , $0.10 , $0.31 , $0.79 , $0.06 , $0.05 , $2.35 , $4.25 ,5,-28,25,4,6,,,,,,,,,,,
