,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
8973.42740.4646,1,1,1,19,80,12,56,20,142,329, $0.82 , $0.10 , $0.10 , $0.35 , $0.17 , $0.05 , $1.59 , $3.75 ,9,-21,17,29,34,,,,,,,,,,,
8973.42740.4653,1,1,1,36,58,12,61,22,87,276, $0.69 , $0.10 , $0.18 , $0.32 , $0.12 , $0.05 , $1.46 , $3.75 ,9,1,16,36,62,,,,,,,,,,,
8973.42740.4660,1,1,2,42,64,12,72,15,59,264, $1.32 , $0.10 , $0.09 , $0.22 , $0.09 , $0.05 , $1.87 , $3.75 ,8,-3,20,28,53,,,,,,,,,,,
8973.42740.4660,1,1,2,49,74,13,48,11,88,283, $1.42 , $0.10 , $0.26 , $0.43 , $0.16 , $0.05 , $2.42 , $3.75 ,5,7,21,33,66,,,,,,,,,,,
8973.42740.4667,1,2,1,37,78,15,91,24,161,406, $1.02 , $0.15 , $0.38 , $0.73 , $0.27 , $0.08 , $2.63 , $5.00 ,7,-27,11,25,16,,,,,,,,,,,
8973.42740.4701,2,2,2,34,68,19,52,15,89,277, $1.39 , $0.15 , $0.38 , $0.79 , $0.34 , $0.08 , $3.13 , $5.00 ,7,-16,7,19,17,,,,,,,,,,,
8973.42740.4778,5,1,2,30,57,5,71,11,76,250, $1.25 , $0.10 , $0.12 , $0.67 , $0.13 , $0.05 , $2.32 , $4.75 ,4,-11,15,20,28,,,,,,,,,,,
8973.42740.4785,5,2,2,29,63,10,50,14,86,252, $1.26 , $0.15 , $0.40 , $1.47 , $0.20 , $0.08 , $3.56 , $5.00 ,6,-17,30,40,59,,,,,,,,,,,
8973.42740.4813,3,2,2,47,106,15,38,16,78,300, $1.50 , $0.15 , $0.45 , $0.99 , $0.19 , $0.08 , $3.36 , $5.00 ,9,-13,20,31,47,,,,,,,,,,,
8973.42740.4896,1,2,2,65,81,16,51,15,101,329, $1.65 , $0.15 , $0.29 , $0.71 , $0.12 , $0.08 , $3.00 , $5.00 ,6,-17,27,26,42,,,,,,,,,,,
8973.42740.4938,4,1,1,87,78,19,54,22,127,387, $0.97 , $0.20 , $0.22 , $0.47 , $0.05 , $0.05 , $1.96 , $3.75 ,7,-6,5,3,9,,,,,,,,,,,
8973.42740.4944,6,1,2,32,68,18,57,16,65,256, $1.28 , $0.10 , $0.04 , $0.77 , $0.04 , $0.05 , $2.28 , $4.75 ,6,8,17,31,62,,,,,,,,,,,
8973.42740.4965,6,1,1,29,67,12,63,14,126,311, $0.78 , $0.10 , $0.22 , $0.80 , $0.18 , $0.05 , $2.13 , $4.75 ,6,-28,28,26,32,,,,,,,,,,,
8973.42740.5014,3,1,1,51,85,10,72,22,135,375, $0.94 , $0.10 , $0.24 , $0.49 , $0.20 , $0.05 , $2.02 , $4.25 ,7,-28,24,6,9,,,,,,,,,,,
8973.42740.5049,1,1,1,42,65,9,50,21,104,291, $0.73 , $0.10 , $0.24 , $0.34 , $0.09 , $0.05 , $1.55 , $3.75 ,9,-21,17,33,38,,,,,,,,,,,
8973.42740.5063,1,1,1,33,66,14,35,25,153,326, $0.82 , $0.10 , $0.25 , $0.42 , $0.22 , $0.05 , $1.86 , $3.75 ,4,-31,11,31,15,,,,,,,,,,,
8973.42740.5076,3,1,1,37,81,11,47,26,132,334, $0.84 , $0.10 , $0.18 , $0.32 , $0.24 , $0.05 , $1.73 , $4.25 ,7,-7,23,33,56,,,,,,,,,,,
8973.42740.5118,3,1,2,32,75,11,59,12,81,270, $1.35 , $0.10 , $0.25 , $0.54 , $0.08 , $0.05 , $2.37 , $4.25 ,4,-8,27,35,58,,,,,,,,,,,
8973.42740.5118,1,1,2,41,69,9,63,14,101,297, $1.49 , $0.10 , $0.16 , $0.38 , $-   , $0.05 , $2.18 , $3.75 ,6,-9,12,16,25,,,,,,,,,,,
8973.42740.5160,2,1,1,32,69,14,72,13,121,321, $0.80 , $0.10 , $0.21 , $0.46 , $0.19 , $0.05 , $1.81 , $3.75 ,5,-3,26,17,45,,,,,,,,,,,
8973.42740.5243,7,1,2,45,57,15,26,11,107,261, $1.31 , $0.10 , $0.12 , $0.67 , $0.01 , $0.05 , $2.26 , $4.75 ,8,-20,21,38,47,,,,,,,,,,,
8973.42740.5292,3,2,2,42,95,14,80,14,72,317, $1.59 , $0.15 , $0.34 , $0.99 , $0.27 , $0.08 , $3.42 , $5.00 ,8,-12,34,37,67,,,,,,,,,,,
8973.42740.5292,1,2,1,73,95,15,65,23,154,425, $1.06 , $0.15 , $0.37 , $0.73 , $0.25 , $0.08 , $2.64 , $5.00 ,8,-20,22,37,47,,,,,,,,,,,
8973.42740.5389,2,2,2,45,79,15,61,17,111,328, $1.64 , $0.15 , $0.46 , $0.67 , $0.15 , $0.08 , $3.15 , $5.00 ,7,-26,26,25,32,,,,,,,,,,,
8973.42740.5396,3,2,3,37,71,17,38,13,81,257, $1.93 , $0.15 , $0.51 , $0.88 , $0.11 , $0.08 , $3.66 , $5.00 ,7,-14,28,29,50,,,,,,,,,,,
8973.42740.5403,4,2,3,52,54,22,35,17,70,250, $1.88 , $0.15 , $0.29 , $0.71 , $0.11 , $0.08 , $3.22 , $5.00 ,4,1,25,12,42,,,,,,,,,,,
8973.42740.5431,1,2,1,42,84,17,64,21,128,356, $0.89 , $0.15 , $0.40 , $0.75 , $0.27 , $0.08 , $2.54 , $5.00 ,7,-20,12,40,39,,,,,,,,,,,
8973.42740.5458,1,2,2,47,64,12,29,16,67,235, $1.18 , $0.15 , $0.35 , $0.69 , $0.21 , $0.08 , $2.66 , $5.00 ,7,2,27,39,75,,,,,,,,,,,
8973.42740.5514,5,2,2,52,56,9,62,17,72,268, $1.34 , $0.15 , $0.41 , $1.16 , $0.26 , $0.08 , $3.40 , $5.00 ,8,-5,36,33,72,,,,,,,,,,,
8973.42740.5542,1,1,1,45,76,8,38,25,161,353, $0.88 , $0.20 , $0.26 , $0.27 , $0.09 , $0.05 , $1.75 , $3.75 ,9,-7,16,20,38,,,,,,,,,,,
8973.42740.5549,2,2,1,64,72,17,41,19,84,297, $0.74 , $0.15 , $0.34 , $0.74 , $0.27 , $0.08 , $2.32 , $5.00 ,6,-9,30,36,63,,,,,,,,,,,
8973.42740.5618,1,2,3,30,52,19,49,13,73,236, $1.77 , $0.30 , $0.34 , $0.77 , $0.23 , $0.08 , $3.49 , $5.00 ,8,6,29,18,61,,,,,,,,,,,
8973.42740.5618,1,2,2,41,81,12,56,14,97,301, $1.51 , $0.15 , $0.34 , $0.94 , $0.22 , $0.08 , $3.24 , $5.00 ,3,-18,14,28,27,,,,,,,,,,,
8973.42740.5625,4,1,2,84,64,20,49,15,43,275, $1.38 , $0.10 , $0.11 , $0.27 , $0.11 , $0.05 , $2.02 , $3.75 ,7,4,17,33,61,,,,,,,,,,,
8973.42740.5632,1,1,2,44,71,8,30,16,78,247, $1.24 , $0.10 , $0.16 , $0.34 , $0.11 , $0.05 , $2.00 , $3.75 ,6,12,24,38,80,,,,,,,,,,,
8973.42740.5667,1,2,2,56,76,14,47,18,91,302, $1.51 , $0.15 , $0.33 , $0.77 , $0.23 , $0.16 , $3.15 , $5.00 ,6,-17,9,39,37,,,,,,,,,,,
8973.42740.5688,7,1,1,39,48,16,32,19,175,329, $0.82 , $0.10 , $0.11 , $0.68 , $0.13 , $0.05 , $1.89 , $4.75 ,2,-8,28,32,54,,,,,,,,,,,
8973.42740.5708,1,2,2,41,67,14,67,14,69,272, $1.36 , $0.15 , $0.32 , $0.77 , $0.17 , $0.08 , $2.85 , $5.00 ,9,-15,31,38,63,,,,,,,,,,,
8973.42740.5729,4,1,2,80,70,20,30,14,46,260, $1.30 , $0.10 , $0.18 , $0.38 , $0.04 , $0.05 , $2.05 , $3.75 ,3,19,25,26,73,,,,,,,,,,,
8973.42740.5757,5,1,1,37,66,6,39,21,126,295, $0.74 , $0.10 , $0.10 , $0.78 , $0.10 , $0.05 , $1.87 , $4.75 ,8,12,14,20,54,,,,,,,,,,,
8973.42740.5792,1,2,1,30,78,17,96,22,139,382, $0.96 , $0.15 , $0.34 , $0.76 , $0.11 , $0.08 , $2.40 , $5.00 ,2,-21,12,15,8,,,,,,,,,,,
8973.42740.5806,3,2,2,45,101,14,49,17,105,331, $1.66 , $0.15 , $0.41 , $1.03 , $0.21 , $0.08 , $3.54 , $5.00 ,8,-24,29,20,33,,,,,,,,,,,
8973.42740.5813,6,1,1,34,82,12,55,19,99,301, $0.75 , $0.10 , $0.20 , $0.67 , $0.10 , $0.05 , $1.87 , $4.75 ,5,13,16,33,67,,,,,,,,,,,
8973.42740.5875,7,1,1,49,23,16,56,24,65,233, $0.58 , $0.10 , $0.12 , $0.38 , $0.02 , $0.05 , $1.25 , $4.75 ,7,8,4,36,55,,,,,,,,,,,
8973.42740.5944,2,1,2,44,34,11,43,15,24,171, $0.86 , $0.10 , $0.19 , $0.23 , $0.06 , $0.05 , $1.49 , $3.75 ,5,20,19,13,57,,,,,,,,,,,
8973.42740.5965,6,2,2,62,36,28,34,20,24,204, $1.02 , $0.15 , $0.32 , $1.16 , $0.26 , $0.08 , $2.99 , $5.00 ,9,24,35,36,104,,,,,,,,,,,
8973.42740.5993,5,1,1,40,25,5,45,18,60,193, $0.48 , $0.10 , $0.14 , $0.57 , $0.04 , $0.05 , $1.38 , $4.75 ,9,19,7,30,65,,,,,,,,,,,
8973.42740.6007,6,2,2,51,33,23,18,14,35,174, $0.87 , $0.15 , $0.42 , $1.30 , $0.22 , $0.08 , $3.04 , $5.00 ,6,17,14,17,54,,,,,,,,,,,
8973.42740.6021,7,2,2,51,17,19,79,16,22,204, $1.02 , $0.15 , $0.24 , $0.96 , $0.15 , $0.08 , $2.60 , $5.00 ,5,23,23,12,63,,,,,,,,,,,
8973.42740.6042,6,2,2,55,42,20,53,13,36,219, $1.10 , $0.15 , $0.30 , $0.99 , $0.22 , $0.08 , $2.84 , $5.00 ,4,12,18,17,51,,,,,,,,,,,
8973.42740.6069,1,2,1,61,38,14,72,23,63,271, $0.68 , $0.15 , $0.22 , $0.68 , $0.26 , $0.08 , $2.07 , $5.00 ,6,13,26,19,64,,,,,,,,,,,
8973.42740.6118,1,1,1,31,39,12,56,18,45,201, $0.50 , $0.10 , $0.15 , $0.35 , $0.13 , $0.05 , $1.28 , $3.75 ,8,10,24,38,80,,,,,,,,,,,
8973.42740.6118,2,2,1,37,36,19,45,30,33,200, $0.50 , $0.15 , $0.29 , $0.60 , $0.21 , $0.08 , $1.83 , $5.00 ,7,21,11,36,75,,,,,,,,,,,
8973.42740.6125,2,2,1,32,30,17,56,20,42,197, $0.49 , $0.15 , $0.35 , $0.62 , $0.20 , $0.08 , $1.89 , $5.00 ,6,10,25,36,77,,,,,,,,,,,
8973.42740.6167,2,1,1,51,32,14,72,20,38,227, $0.57 , $0.10 , $0.12 , $0.28 , $0.16 , $0.05 , $1.28 , $3.75 ,8,9,17,25,59,,,,,,,,,,,
8973.42740.6243,1,2,2,51,38,14,35,14,25,177, $0.89 , $0.15 , $0.35 , $0.51 , $0.23 , $0.08 , $2.21 , $5.00 ,7,21,10,31,69,,,,,,,,,,,
8973.42740.6292,7,1,1,54,19,15,46,20,50,204, $0.51 , $0.10 , $0.12 , $0.37 , $0.22 , $0.05 , $1.37 , $4.75 ,4,15,11,39,69,,,,,,,,,,,
8973.42740.6333,1,1,1,37,38,10,11,18,55,169, $0.42 , $0.10 , $0.20 , $0.34 , $0.19 , $0.05 , $1.30 , $3.75 ,8,18,18,37,81,,,,,,,,,,,
8973.42740.6424,7,1,3,35,23,15,55,13,34,175, $1.31 , $0.10 , $0.16 , $0.54 , $0.06 , $0.05 , $2.22 , $4.75 ,6,23,17,38,84,,,,,,,,,,,
8973.42740.6576,5,1,2,44,34,7,34,16,32,167, $0.84 , $0.10 , $0.14 , $0.51 , $0.14 , $0.05 , $1.78 , $4.75 ,8,15,25,8,56,,,,,,,,,,,
8973.42740.6618,6,2,1,27,23,16,37,19,56,178, $0.45 , $0.15 , $0.42 , $1.25 , $0.20 , $0.08 , $2.55 , $5.00 ,3,13,38,27,81,,,,,,,,,,,
8973.42740.6625,4,2,1,84,38,27,65,25,51,290, $0.73 , $0.15 , $0.21 , $0.65 , $0.16 , $0.08 , $1.98 , $5.00 ,8,15,15,36,74,,,,,,,,,,,
8973.42740.6653,3,2,1,64,61,15,56,24,40,260, $0.65 , $0.15 , $0.27 , $0.69 , $0.13 , $0.08 , $1.97 , $5.00 ,5,17,26,21,69,,,,,,,,,,,
8973.42740.6674,5,2,2,38,64,9,70,17,25,223, $1.12 , $0.15 , $0.26 , $1.13 , $0.13 , $0.08 , $2.87 , $5.00 ,9,7,11,22,49,,,,,,,,,,,
8973.42740.6708,2,2,3,37,52,15,36,16,33,189, $1.42 , $0.15 , $0.35 , $0.53 , $0.19 , $0.08 , $2.72 , $5.00 ,6,6,20,36,68,,,,,,,,,,,
8973.42740.6708,5,2,2,52,69,10,61,12,31,235, $1.18 , $0.15 , $0.32 , $1.07 , $0.22 , $0.08 , $3.02 , $5.00 ,4,5,27,27,63,,,,,,,,,,,
8973.42740.6722,6,2,2,48,76,20,43,13,45,245, $1.23 , $0.15 , $0.45 , $1.33 , $0.12 , $0.08 , $3.36 , $5.00 ,4,-2,17,38,57,,,,,,,,,,,
8973.42740.6799,2,1,3,35,43,14,65,18,33,208, $1.56 , $0.10 , $0.14 , $0.32 , $0.21 , $0.10 , $2.43 , $3.75 ,2,7,22,37,68,,,,,,,,,,,
8973.42740.6826,1,2,3,28,56,16,65,14,28,207, $1.55 , $0.15 , $0.32 , $0.58 , $0.12 , $0.08 , $2.80 , $5.00 ,7,14,29,39,89,,,,,,,,,,,
8973.42740.6910,2,1,2,39,85,12,46,11,29,222, $1.11 , $0.10 , $0.11 , $0.29 , $0.10 , $0.05 , $1.76 , $3.75 ,7,12,26,9,54,,,,,,,,,,,
8973.42740.6938,7,2,3,30,36,25,28,14,39,172, $1.29 , $0.15 , $0.22 , $0.90 , $0.17 , $0.08 , $2.81 , $5.00 ,7,4,18,33,62,,,,,,,,,,,
8973.42740.6993,4,2,1,82,87,28,74,23,43,337, $0.84 , $0.15 , $0.30 , $0.66 , $0.15 , $0.08 , $2.18 , $5.00 ,8,14,27,18,67,,,,,,,,,,,
8973.42740.6993,3,2,2,54,108,16,37,15,37,267, $1.34 , $0.15 , $0.38 , $0.69 , $0.20 , $0.08 , $2.84 , $5.00 ,5,9,25,19,58,,,,,,,,,,,
8973.42740.7000,1,1,2,42,63,12,72,16,29,234, $1.17 , $0.20 , $0.14 , $0.29 , $0.11 , $0.05 , $1.96 , $3.75 ,3,12,11,34,60,,,,,,,,,,,
8973.42740.7076,4,1,2,116,66,18,38,14,37,289, $1.45 , $0.10 , $0.06 , $0.23 , $-   , $0.05 , $1.89 , $3.75 ,8,6,8,19,41,,,,,,,,,,,
8973.42740.7097,3,1,3,31,56,8,73,14,26,208, $1.56 , $0.10 , $0.09 , $0.39 , $0.15 , $0.05 , $2.34 , $4.25 ,8,8,10,20,46,,,,,,,,,,,
8973.42740.7097,3,1,2,50,78,13,47,14,23,225, $1.13 , $0.10 , $0.20 , $0.30 , $0.02 , $0.05 , $1.80 , $4.25 ,9,16,25,13,63,,,,,,,,,,,
8973.42740.7104,1,2,3,24,49,20,56,14,23,186, $1.40 , $0.15 , $0.28 , $0.50 , $0.15 , $0.16 , $2.64 , $5.00 ,8,17,10,37,72,,,,,,,,,,,
8973.42740.7118,5,2,3,22,42,11,43,19,33,170, $1.28 , $0.15 , $0.30 , $0.88 , $0.19 , $0.08 , $2.88 , $5.00 ,8,6,31,31,76,,,,,,,,,,,
8973.42740.7132,1,2,3,36,60,12,40,15,30,193, $1.45 , $0.15 , $0.34 , $0.56 , $0.17 , $0.08 , $2.75 , $5.00 ,7,7,30,26,70,,,,,,,,,,,
8973.42740.7153,2,2,1,62,95,15,73,22,38,305, $0.76 , $0.15 , $0.33 , $0.56 , $0.17 , $0.08 , $2.05 , $5.00 ,4,-2,20,32,54,,,,,,,,,,,
8973.42740.7222,1,1,2,42,84,12,89,15,37,279, $1.40 , $0.10 , $0.19 , $0.33 , $0.09 , $0.05 , $2.16 , $3.75 ,7,13,26,16,62,,,,,,,,,,,
8973.42740.7229,1,2,3,35,60,17,52,15,36,215, $1.61 , $0.15 , $0.26 , $0.53 , $0.18 , $0.08 , $2.81 , $5.00 ,8,2,27,37,74,,,,,,,,,,,
8973.42740.7250,5,2,2,37,64,9,56,15,28,209, $1.05 , $0.15 , $0.29 , $0.93 , $0.17 , $0.16 , $2.75 , $5.00 ,7,7,14,38,66,,,,,,,,,,,
8973.42740.7271,1,1,3,17,42,13,25,15,27,139, $1.04 , $0.10 , $0.06 , $0.21 , $0.08 , $0.05 , $1.54 , $3.75 ,4,12,14,23,53,,,,,,,,,,,
8973.42740.7319,1,2,3,30,54,14,92,17,32,239, $1.79 , $0.15 , $0.38 , $0.56 , $0.22 , $0.08 , $3.18 , $5.00 ,8,7,29,22,66,,,,,,,,,,,
8973.42740.7326,1,2,2,35,88,17,55,12,28,235, $1.18 , $0.15 , $0.35 , $0.59 , $0.12 , $0.08 , $2.47 , $5.00 ,6,9,25,27,67,,,,,,,,,,,
8973.42740.7368,1,1,2,52,63,8,47,14,31,215, $1.08 , $0.10 , $0.17 , $0.29 , $0.09 , $0.05 , $1.78 , $3.75 ,6,15,16,21,58,,,,,,,,,,,
8973.42740.7444,7,2,1,51,56,20,53,23,54,257, $0.64 , $0.15 , $0.15 , $0.86 , $0.12 , $0.08 , $2.00 , $5.00 ,8,-7,30,18,49,,,,,,,,,,,
8973.42740.7465,7,2,2,42,58,20,57,16,30,223, $1.12 , $0.15 , $0.23 , $0.83 , $0.12 , $0.08 , $2.53 , $5.00 ,7,4,10,38,59,,,,,,,,,,,
8973.42740.7472,1,2,2,47,66,19,47,16,33,228, $1.14 , $0.15 , $0.28 , $0.56 , $0.20 , $0.08 , $2.41 , $5.00 ,9,8,24,38,79,,,,,,,,,,,
8973.42740.7493,4,1,3,58,44,20,58,14,27,221, $1.66 , $0.10 , $0.09 , $0.29 , $0.05 , $0.05 , $2.24 , $3.75 ,8,4,29,33,74,,,,,,,,,,,
8973.42740.7521,5,1,3,24,38,8,64,12,30,176, $1.32 , $0.20 , $0.15 , $0.58 , $0.18 , $0.05 , $2.48 , $4.75 ,7,11,13,35,66,,,,,,,,,,,
8973.42740.7528,5,1,2,28,55,9,38,16,34,180, $0.90 , $0.10 , $0.10 , $0.35 , $0.01 , $0.05 , $1.51 , $4.75 ,5,3,5,31,44,,,,,,,,,,,
8973.42740.7549,1,1,2,48,82,8,55,14,45,252, $1.26 , $0.10 , $0.18 , $0.23 , $0.16 , $0.05 , $1.98 , $3.75 ,8,5,16,32,61,,,,,,,,,,,
8973.42740.7563,5,1,2,46,56,6,41,14,19,182, $0.91 , $0.10 , $0.21 , $0.70 , $0.11 , $0.05 , $2.08 , $4.75 ,3,17,17,19,56,,,,,,,,,,,
8973.42740.7674,3,2,2,49,101,17,52,18,28,265, $1.33 , $0.15 , $0.35 , $0.80 , $0.19 , $0.08 , $2.90 , $5.00 ,8,19,19,6,52,,,,,,,,,,,
8973.42740.7681,7,1,1,33,50,16,56,14,42,211, $0.53 , $0.10 , $0.10 , $0.37 , $0.09 , $0.05 , $1.24 , $4.75 ,7,14,2,33,56,,,,,,,,,,,
8973.42740.7722,2,2,2,52,71,19,66,16,33,257, $1.29 , $0.15 , $0.29 , $0.55 , $0.11 , $0.08 , $2.47 , $5.00 ,8,13,19,33,73,,,,,,,,,,,
8973.42740.7722,1,2,2,49,86,15,39,14,28,231, $1.16 , $0.15 , $0.21 , $0.55 , $0.18 , $0.08 , $2.33 , $5.00 ,6,6,18,34,64,,,,,,,,,,,
8973.42740.7743,5,2,3,30,42,12,51,15,25,175, $1.31 , $0.15 , $0.33 , $1.06 , $0.15 , $0.08 , $3.08 , $5.00 ,8,12,26,33,79,,,,,,,,,,,
8973.42740.7750,3,1,3,19,44,9,40,15,23,150, $1.13 , $0.10 , $0.21 , $0.28 , $0.06 , $0.10 , $1.88 , $4.25 ,6,19,20,24,69,,,,,,,,,,,
8973.42740.7764,2,1,2,32,71,12,79,16,38,248, $1.24 , $0.10 , $0.17 , $0.26 , $0.14 , $0.05 , $1.96 , $3.75 ,9,9,18,32,68,,,,,,,,,,,
8973.42740.7806,5,1,2,34,63,9,53,9,25,193, $0.97 , $0.10 , $0.20 , $0.47 , $0.09 , $0.05 , $1.88 , $4.75 ,3,16,19,38,76,,,,,,,,,,,
8973.42740.7806,1,1,2,33,72,10,47,13,25,200, $1.00 , $0.10 , $0.13 , $0.27 , $0.11 , $0.05 , $1.66 , $3.75 ,4,13,12,29,58,,,,,,,,,,,
8973.42740.7889,1,1,2,64,65,10,52,10,36,237, $1.19 , $0.10 , $0.24 , $0.33 , $0.13 , $0.05 , $2.04 , $3.75 ,7,11,25,21,64,,,,,,,,,,,
8973.42740.7917,3,2,2,49,87,11,29,13,30,219, $1.10 , $0.15 , $0.24 , $0.78 , $0.16 , $0.08 , $2.51 , $5.00 ,9,8,5,16,38,,,,,,,,,,,
8973.42740.8021,6,2,3,21,54,23,46,17,36,197, $1.48 , $0.30 , $0.45 , $1.03 , $0.18 , $0.08 , $3.52 , $5.00 ,6,2,22,21,51,,,,,,,,,,,
8973.42740.8028,7,2,3,27,44,30,38,16,25,180, $1.35 , $0.15 , $0.22 , $0.83 , $0.15 , $0.08 , $2.78 , $5.00 ,3,10,22,37,72,,,,,,,,,,,
8973.42740.8028,5,1,1,47,60,5,37,20,33,202, $0.51 , $0.10 , $0.14 , $0.38 , $0.17 , $0.05 , $1.35 , $4.75 ,3,11,26,19,59,,,,,,,,,,,
8973.42740.8049,5,2,1,60,63,10,41,21,36,231, $0.58 , $0.15 , $0.23 , $0.96 , $0.24 , $0.08 , $2.24 , $5.00 ,3,12,18,26,59,,,,,,,,,,,
8973.42740.8063,5,1,1,41,58,8,46,23,28,204, $0.51 , $0.10 , $0.13 , $0.67 , $0.12 , $0.05 , $1.58 , $4.75 ,8,8,17,36,69,,,,,,,,,,,
8973.42740.8076,7,1,3,20,34,14,43,14,27,152, $1.14 , $0.10 , $0.14 , $0.38 , $0.09 , $0.05 , $1.90 , $4.75 ,9,4,16,30,59,,,,,,,,,,,
8973.42740.8111,5,2,1,43,69,11,54,25,46,248, $0.62 , $0.15 , $0.28 , $1.05 , $0.18 , $0.08 , $2.36 , $5.00 ,5,4,17,23,49,,,,,,,,,,,
8973.42740.8111,5,2,3,26,47,10,26,12,40,161, $1.21 , $0.15 , $0.24 , $1.09 , $0.07 , $0.08 , $2.84 , $5.00 ,4,0,31,39,74,,,,,,,,,,,
8973.42740.8167,3,2,3,35,76,13,74,14,32,244, $1.83 , $0.15 , $0.40 , $0.81 , $0.20 , $0.08 , $3.47 , $5.00 ,9,3,33,18,63,,,,,,,,,,,
8973.42740.8181,6,2,1,55,81,23,58,21,40,278, $0.70 , $0.15 , $0.40 , $1.26 , $0.24 , $0.08 , $2.83 , $5.00 ,5,5,22,24,56,,,,,,,,,,,
8973.42740.8215,7,2,2,45,54,28,55,16,33,231, $1.16 , $0.15 , $0.17 , $0.84 , $0.13 , $0.08 , $2.53 , $5.00 ,7,2,29,35,73,,,,,,,,,,,
8973.42740.8236,5,2,3,26,43,10,44,11,31,165, $1.24 , $0.15 , $0.37 , $1.03 , $0.25 , $0.08 , $3.12 , $5.00 ,7,8,32,24,71,,,,,,,,,,,
8973.42740.8306,7,1,3,27,37,25,51,12,51,203, $1.52 , $0.10 , $0.10 , $0.46 , $0.11 , $0.05 , $2.34 , $4.75 ,6,3,18,37,64,,,,,,,,,,,
8973.42740.8306,7,2,2,45,60,28,54,14,30,231, $1.16 , $0.15 , $0.18 , $0.79 , $0.25 , $0.08 , $2.61 , $5.00 ,10,7,32,34,83,,,,,,,,,,,
8973.42740.8368,5,2,3,39,43,13,51,12,35,193, $1.45 , $0.15 , $0.25 , $0.85 , $0.22 , $0.08 , $3.00 , $5.00 ,3,15,19,23,60,,,,,,,,,,,
8973.42740.8417,1,2,2,46,75,11,76,13,20,241, $1.21 , $0.15 , $0.30 , $0.59 , $0.15 , $0.08 , $2.48 , $5.00 ,9,16,7,21,53,,,,,,,,,,,
8973.42740.8438,1,2,2,61,76,16,36,16,29,234, $1.17 , $0.15 , $0.30 , $0.67 , $0.25 , $0.08 , $2.62 , $5.00 ,5,9,20,35,69,,,,,,,,,,,
8973.42740.8458,3,1,1,28,90,11,49,23,50,251, $0.63 , $0.10 , $0.20 , $0.30 , $0.17 , $0.05 , $1.45 , $4.25 ,4,-3,24,37,62,,,,,,,,,,,
8973.42740.8465,1,2,3,40,56,17,54,10,35,212, $1.59 , $0.15 , $0.23 , $0.53 , $0.21 , $0.08 , $2.79 , $5.00 ,4,18,25,22,69,,,,,,,,,,,
8973.42740.8583,5,1,2,41,60,7,62,10,32,212, $1.06 , $0.10 , $0.14 , $0.57 , $0.03 , $0.05 , $1.95 , $4.75 ,3,11,11,34,59,,,,,,,,,,,
8973.42740.8736,5,1,2,27,49,8,37,11,37,169, $0.85 , $0.10 , $0.17 , $0.70 , $0.18 , $0.05 , $2.05 , $4.75 ,9,8,25,15,57,,,,,,,,,,,
8973.42740.8847,1,2,2,52,51,13,59,14,29,218, $1.09 , $0.15 , $0.35 , $0.57 , $0.11 , $0.08 , $2.35 , $5.00 ,8,17,25,16,66,,,,,,,,,,,
8973.42740.8889,5,1,1,29,24,6,44,23,46,172, $0.43 , $0.10 , $0.11 , $0.49 , $0.04 , $0.05 , $1.22 , $4.75 ,8,21,15,28,72,,,,,,,,,,,
8973.42741.4563,3,2,2,51,48,12,59,12,26,208, $1.04 , $0.15 , $0.26 , $0.65 , $0.28 , $0.08 , $2.46 , $5.00 ,4,8,27,33,72,,,,,,,,,,,
8973.42741.4632,2,1,2,42,85,10,44,16,109,306, $1.53 , $0.10 , $0.11 , $0.42 , $0.16 , $0.05 , $2.37 , $3.75 ,4,8,25,27,64,,,,,,,,,,,
8973.42741.4771,6,1,2,56,78,11,35,13,114,307, $1.54 , $0.10 , $0.19 , $0.67 , $0.14 , $0.05 , $2.69 , $4.75 ,8,-26,21,9,12,,,,,,,,,,,
8973.42741.4833,5,1,1,38,61,5,78,20,130,332, $0.83 , $0.10 , $0.24 , $0.68 , $0.16 , $0.05 , $2.06 , $4.75 ,6,4,25,23,58,,,,,,,,,,,
8973.42741.4861,7,1,2,26,51,22,56,8,84,247, $1.24 , $0.10 , $0.16 , $0.36 , $0.13 , $0.05 , $2.04 , $4.75 ,7,-8,24,40,63,,,,,,,,,,,
8973.42741.4861,1,1,1,44,60,11,43,20,112,290, $0.73 , $0.10 , $0.23 , $0.25 , $0.10 , $0.05 , $1.46 , $3.75 ,6,-15,18,20,29,,,,,,,,,,,
8973.42741.4875,6,1,2,26,71,13,38,16,66,230, $1.15 , $0.10 , $0.26 , $0.84 , $0.09 , $0.05 , $2.49 , $4.75 ,8,-13,20,29,44,,,,,,,,,,,
8973.42741.4889,1,1,2,37,78,8,63,11,99,296, $1.48 , $0.10 , $0.30 , $0.45 , $0.06 , $0.05 , $2.44 , $3.75 ,6,-18,8,16,12,,,,,,,,,,,
8973.42741.4889,7,1,2,42,46,17,31,14,111,261, $1.31 , $0.10 , $0.17 , $0.69 , $0.13 , $0.05 , $2.45 , $4.75 ,9,-11,22,33,53,,,,,,,,,,,
8973.42741.4944,3,1,2,40,82,11,63,15,88,299, $1.50 , $0.20 , $0.14 , $0.37 , $0.17 , $0.05 , $2.43 , $4.25 ,8,-18,14,11,15,,,,,,,,,,,
